,LocYear,econ1,econ2,econ3,econ4,econ5,econ6,econ7,econ8,econ9,econ10,econ11,econ12: 16-19,econ12: 16-24,econ12: 20-24
1928,TN2011,0.12,,0.26,0.1,0.61,0.35,0.34,0.11,0.25,49400.0,0.09,0.09,0.17,0.23
1929,TN2012,0.12,,0.26,0.1,0.61,0.34,0.33,0.11,0.26,50800.0,0.08,0.09,0.16,0.22
1930,TN2013,0.12,0.36,0.27,0.1,0.6,0.32,0.34,0.1,0.26,51000.0,0.08,0.09,0.16,0.22
1931,TN2014,0.12,0.35,0.26,0.11,0.59,0.33,0.32,0.08,0.27,51600.0,0.06,0.09,0.15,0.21
1932,TN2015,0.11,0.32,0.24,0.1,0.59,0.3,0.31,0.07,0.26,52400.0,0.05,0.07,0.13,0.17
1933,TN2016,0.1,0.31,0.23,0.11,0.59,0.28,0.31,0.06,0.25,56500.0,0.04,0.07,0.13,0.18
1934,TN2017,0.09,0.28,0.21,0.1,0.59,0.27,0.28,0.05,0.25,59600.0,0.04,0.07,0.13,0.17
1935,TN2018,0.1,0.28,0.22,0.1,0.61,0.29,0.29,0.04,0.25,62700.0,0.03,0.09,0.14,0.18
1936,TN2019,0.08,0.24,0.2,0.1,0.62,0.26,0.28,0.04,0.24,66400.0,0.03,0.06,0.11,0.15
1937,TN2020,,,,,,,,0.07,,,0.06,,,
1938,TN2021,0.09,0.27,0.18,0.11,0.64,0.26,0.3,0.04,0.21,73300.0,0.03,0.07,0.13,0.18
1939,TN2022,0.09,0.25,0.18,0.11,0.64,0.26,0.28,0.05,0.23,76800.0,0.03,0.07,0.12,0.15
1940,TN2022,0.09,0.25,0.18,0.11,0.64,0.26,0.28,0.05,0.23,76800.0,0.03,0.07,0.12,0.15
1941,TN2023,0.09,0.22,0.2,0.13,0.64,0.26,0.28,0.04,0.23,82000.0,0.03,0.06,0.11,0.15
1942,TN2024,0.1,0.22,0.19,,,,0.28,0.03,,86600.0,0.02,,,
1943,TX2000,0.09,,0.22,0.22,,,0.32,,,,,,,
1944,TX2001,0.09,,0.21,0.2,,,0.32,,,,,,,
1945,TX2002,0.09,,0.22,0.2,,,0.33,,,,,,,
1946,TX2003,0.1,,0.23,0.19,,,0.33,,,,,,,
1947,TX2004,0.1,,0.23,0.18,,,0.35,,,,,,,
1948,TX2005,0.11,0.23,0.25,0.19,,0.37,0.35,,,45100.0,,,,
1949,TX2006,0.1,,0.24,0.18,0.65,0.37,0.34,,,48100.0,,,,
1950,TX2007,0.1,,0.23,0.18,0.64,0.36,0.33,0.05,,50900.0,0.04,,,
1951,TX2008,0.09,0.22,0.23,0.17,0.64,0.35,0.26,0.06,0.27,53700.0,0.04,0.08,0.14,0.19
1952,TX2009,0.11,,0.24,0.18,0.62,0.36,0.3,0.09,0.27,51000.0,0.06,0.1,0.16,0.2
1953,TX2010,0.11,0.3,0.26,0.2,0.62,0.37,0.31,0.09,0.27,51200.0,0.07,0.09,0.16,0.21
1954,TX2011,0.11,,0.27,0.19,0.61,0.36,0.3,0.09,0.28,52300.0,0.07,0.09,0.15,0.2
1955,TX2012,0.11,,0.26,0.19,0.59,0.34,0.3,0.08,0.28,54200.0,0.06,0.09,0.15,0.2
1956,TX2013,0.11,0.32,0.25,0.19,0.6,0.32,0.29,0.07,0.28,55200.0,0.05,0.09,0.15,0.2
1957,TX2014,0.1,0.3,0.25,0.19,0.59,0.33,0.29,0.06,0.28,57800.0,0.04,0.09,0.14,0.18
1958,TX2015,0.1,0.29,0.23,0.19,0.59,0.32,0.28,0.04,0.27,60400.0,0.03,0.08,0.14,0.18
1959,TX2016,0.09,0.28,0.22,0.19,0.59,0.31,0.27,0.05,0.27,61500.0,0.04,0.08,0.13,0.18
1960,TX2017,0.09,0.27,0.21,0.19,0.6,0.31,0.26,0.05,0.26,65500.0,0.03,0.08,0.13,0.17
1961,TX2018,0.09,0.27,0.21,0.18,0.6,0.32,0.26,0.04,0.26,67400.0,0.03,0.08,0.13,0.16
1962,TX2019,0.09,0.24,0.19,0.18,0.61,0.3,0.25,0.03,0.26,72100.0,0.02,0.08,0.12,0.15
1963,TX2020,,,,,,,,0.08,,,0.06,,,
1964,TX2021,0.09,0.29,0.2,0.18,0.64,0.32,0.28,0.06,0.23,76600.0,0.05,0.08,0.14,0.18
1965,TX2022,0.09,0.28,0.19,0.18,0.65,0.33,0.25,0.04,0.24,82800.0,0.03,0.08,0.13,0.16
1966,TX2022,0.09,0.28,0.19,0.18,0.65,0.33,0.25,0.04,0.24,82800.0,0.03,0.08,0.13,0.16
1967,TX2023,0.08,0.26,0.18,0.18,0.65,0.33,0.25,0.04,0.24,88800.0,0.03,0.08,0.12,0.15
1968,TX2024,0.08,0.23,0.18,,,,0.25,0.05,,93700.0,0.03,,,
1969,Tucson2008,,,,,,,0.37,,,,,,,
1970,Tucson2009,,,,,,,0.42,,,,,,,
1971,Tucson2010,,,,,,,0.44,,,,,,,
1972,Tucson2011,,,,,,,0.45,,,,,,,
1973,Tucson2012,,,,,,,0.41,,,,,,,
1974,Tucson2013,,,,,,,0.39,,,,,,,
1975,Tucson2014,,,,,,,0.4,,,,,,,
1976,Tucson2015,,,,,,,0.4,,,,,,,
1977,Tucson2016,,,,,,,0.41,,,,,,,
1978,Tucson2017,,,,,,,0.35,,,,,,,
1979,Tucson2018,,,,,,,0.35,,,,,,,
1980,Tucson2019,,,,,,,0.39,,,,,,,
1981,Tucson2021,,,,,,,0.35,,,,,,,
1982,Tucson2022,,,,,,,0.31,,,,,,,
1983,Tucson2023,,,,,,,S,,,,,,,
1984,Tulsa2008,,,,,,,0.31,,,,,,,
1985,Tulsa2009,,,,,,,0.31,,,,,,,
1986,Tulsa2010,,,,,,,0.38,,,,,,,
1987,Tulsa2011,,,,,,,0.38,,,,,,,
1988,Tulsa2012,,,,,,,0.34,,,,,,,
1989,Tulsa2013,,,,,,,0.33,,,,,,,
1990,Tulsa2014,,,,,,,0.33,,,,,,,
1991,Tulsa2015,,,,,,,0.34,,,,,,,
1992,Tulsa2016,,,,,,,0.38,,,,,,,
1993,Tulsa2017,,,,,,,0.34,,,,,,,
1994,Tulsa2018,,,,,,,0.31,,,,,,,
1995,Tulsa2019,,,,,,,0.3,,,,,,,
1996,Tulsa2021,,,,,,,0.35,,,,,,,
1997,Tulsa2022,,,,,,,0.35,,,,,,,
1998,Tulsa2023,,,,,,,0.31,,,,,,,
1999,US2000,0.07,,0.17,0.15,,,0.32,,,,,,,
2000,US2001,0.07,,0.17,0.15,,,0.31,,,,,,,
2001,US2002,0.08,,0.18,0.15,,,0.33,,,,,,,
2002,US2003,0.08,,0.18,0.14,,,0.33,,,,,,,
2003,US2004,0.08,,0.18,0.13,,,0.33,,,,,,,
2004,US2005,0.08,0.19,0.19,0.13,,0.37,0.34,,,53600.0,,,,
2005,US2006,0.08,,0.18,0.13,0.66,0.39,0.33,,,56300.0,,,,
2006,US2007,0.08,,0.18,0.13,0.66,0.39,0.33,0.05,,58700.0,0.04,,,
2007,US2008,0.08,0.19,0.18,0.13,0.65,0.39,0.27,0.06,0.21,60900.0,0.05,0.08,0.13,0.17
2008,US2009,0.09,,0.2,0.13,0.63,0.4,0.31,0.11,0.21,58300.0,0.08,0.09,0.14,0.19
2009,US2010,0.1,0.27,0.22,0.14,0.62,0.41,0.33,0.11,0.22,57100.0,0.08,0.09,0.15,0.2
2010,US2011,0.1,,0.23,0.14,0.61,0.4,0.32,0.1,0.22,58000.0,0.08,0.08,0.15,0.19
2011,US2012,0.1,,0.23,0.14,0.6,0.38,0.31,0.09,0.23,59500.0,0.07,0.08,0.14,0.19
2012,US2013,0.1,0.29,0.22,0.14,0.59,0.36,0.31,0.08,0.23,60700.0,0.06,0.08,0.14,0.18
2013,US2014,0.1,0.28,0.22,0.15,0.59,0.35,0.3,0.07,0.23,62100.0,0.05,0.07,0.13,0.17
2014,US2015,0.09,0.28,0.21,0.14,0.59,0.33,0.29,0.06,0.23,64700.0,0.04,0.07,0.12,0.16
2015,US2016,0.09,0.27,0.19,0.14,0.59,0.32,0.28,0.05,0.22,68000.0,0.04,0.07,0.12,0.15
2016,US2017,0.08,0.25,0.18,0.14,0.61,0.31,0.27,0.05,0.22,71400.0,0.04,0.07,0.11,0.15
2017,US2018,0.08,0.24,0.18,0.14,0.61,0.31,0.27,0.04,0.22,74200.0,0.03,0.07,0.11,0.15
2018,US2019,0.07,0.23,0.17,0.14,0.62,0.3,0.26,0.04,0.22,78000.0,0.03,0.06,0.11,0.14
2019,US2020,,,,,,,,0.08,,,0.07,,,
2020,US2021,0.08,0.27,0.17,0.14,0.65,0.3,0.29,0.06,0.18,84200.0,0.04,0.07,0.12,0.16
2021,US2022,0.08,0.26,0.16,0.14,0.66,0.3,0.26,0.04,0.2,91100.0,0.03,0.07,0.11,0.14
2022,US2022,0.08,0.26,0.16,0.14,0.66,0.3,0.26,0.04,0.2,91100.0,0.03,0.07,0.11,0.14
2023,US2023,0.08,0.25,0.16,0.14,0.66,0.3,0.25,0.04,0.2,95700.0,0.03,0.07,0.11,0.14
2024,US2024,0.08,0.24,0.15,,,,0.25,0.04,,101200.0,0.03,,,
2025,UT2000,0.03,,0.1,0.12,,,0.26,,,,,,,
2026,UT2001,0.04,,0.09,0.12,,,0.26,,,,,,,
2027,UT2002,0.05,,0.14,0.11,,,0.3,,,,,,,
2028,UT2003,0.05,,0.12,0.11,,,0.26,,,,,,,
2029,UT2004,0.05,,0.13,0.14,,,0.26,,,,,,,
2030,UT2005,0.04,0.11,0.11,0.11,,0.32,0.26,,,52000.0,,,,
2031,UT2006,0.05,,0.12,0.13,0.76,0.34,0.25,,,57300.0,,,,
2032,UT2007,0.03,,0.11,0.11,0.75,0.33,0.24,0.02,,61800.0,0.02,,,
2033,UT2008,0.04,0.1,0.11,0.12,0.75,0.35,0.19,0.03,0.22,62200.0,0.02,0.06,0.09,0.11
2034,UT2009,0.05,,0.12,0.1,0.75,0.36,0.22,0.06,0.22,61700.0,0.05,0.09,0.12,0.14
2035,UT2010,0.06,0.18,0.16,0.13,0.72,0.37,0.24,0.08,0.24,59900.0,0.07,0.09,0.14,0.17
2036,UT2011,0.06,,0.16,0.11,0.72,0.37,0.25,0.07,0.24,61300.0,0.06,0.08,0.12,0.15
2037,UT2012,0.06,,0.15,0.13,0.71,0.34,0.23,0.04,0.26,62400.0,0.03,0.08,0.12,0.14
2038,UT2013,0.06,0.17,0.15,0.12,0.7,0.3,0.21,0.04,0.25,65500.0,0.03,0.07,0.12,0.16
2039,UT2014,0.05,0.15,0.13,0.11,0.71,0.28,0.2,0.03,0.24,68200.0,0.02,0.08,0.12,0.14
2040,UT2015,0.05,0.15,0.13,0.11,0.72,0.26,0.2,0.03,0.23,70800.0,0.03,0.06,0.1,0.13
2041,UT2016,0.05,0.14,0.11,0.11,0.73,0.24,0.18,0.04,0.22,73500.0,0.03,0.06,0.09,0.12
2042,UT2017,0.04,0.14,0.11,0.11,0.73,0.24,0.19,0.03,0.2,78600.0,0.03,0.06,0.09,0.12
2043,UT2018,0.04,0.13,0.1,0.12,0.75,0.23,0.18,0.02,0.2,81600.0,0.02,0.05,0.07,0.09
2044,UT2019,0.04,0.11,0.1,0.11,0.76,0.24,0.19,0.02,0.19,87300.0,0.02,0.06,0.08,0.1
2045,UT2020,,,,,,,,0.05,,,0.03,,,
2046,UT2021,0.03,0.12,0.08,0.11,0.77,0.22,0.19,0.03,0.18,93000.0,0.02,0.06,0.09,0.1
2047,UT2022,0.04,0.12,0.08,0.11,0.78,0.23,0.17,0.02,0.17,104100.0,0.02,0.05,0.09,0.11
2048,UT2022,0.04,0.12,0.08,0.11,0.78,0.23,0.17,0.02,0.17,104100.0,0.02,0.05,0.09,0.11
2049,UT2023,0.04,0.11,0.09,0.11,0.76,0.25,0.18,0.03,0.16,108700.0,0.02,0.07,0.09,0.11
2050,UT2024,0.05,0.1,0.09,,,,0.18,0.03,,116400.0,0.02,,,
2051,VA2000,0.07,,0.13,0.08,,,0.27,,,,,,,
2052,VA2001,0.05,,0.12,0.07,,,0.27,,,,,,,
2053,VA2002,0.06,,0.14,0.08,,,0.27,,,,,,,
2054,VA2003,0.05,,0.12,0.07,,,0.27,,,,,,,
2055,VA2004,0.06,,0.13,0.07,,,0.29,,,,,,,
2056,VA2005,0.06,0.15,0.13,0.06,,0.33,0.28,,,64400.0,,,,
2057,VA2006,0.06,,0.12,0.06,0.69,0.36,0.27,,,65000.0,,,,
2058,VA2007,0.05,,0.13,0.07,0.68,0.37,0.28,0.03,,69000.0,0.02,,,
2059,VA2008,0.06,0.15,0.14,0.07,0.67,0.38,0.23,0.04,0.17,71600.0,0.03,0.07,0.1,0.14
2060,VA2009,0.07,,0.14,0.08,0.66,0.39,0.25,0.09,0.16,70000.0,0.06,0.07,0.12,0.17
2061,VA2010,0.06,0.19,0.14,0.09,0.64,0.37,0.26,0.09,0.17,71600.0,0.07,0.07,0.13,0.17
2062,VA2011,0.07,,0.15,0.08,0.64,0.37,0.25,0.07,0.17,73400.0,0.05,0.07,0.12,0.16
2063,VA2012,0.07,,0.15,0.08,0.63,0.35,0.25,0.06,0.19,73300.0,0.04,0.07,0.12,0.15
2064,VA2013,0.07,0.21,0.16,0.08,0.61,0.34,0.26,0.06,0.19,74100.0,0.04,0.07,0.12,0.16
2065,VA2014,0.07,0.21,0.16,0.09,0.62,0.33,0.25,0.06,0.18,76200.0,0.04,0.06,0.11,0.15
2066,VA2015,0.07,0.21,0.15,0.08,0.61,0.32,0.25,0.05,0.18,79400.0,0.04,0.06,0.1,0.14
2067,VA2016,0.07,0.19,0.14,0.08,0.62,0.3,0.25,0.05,0.17,82300.0,0.03,0.06,0.1,0.13
2068,VA2017,0.07,0.19,0.14,0.09,0.63,0.29,0.23,0.03,0.17,86700.0,0.03,0.05,0.09,0.12
2069,VA2018,0.07,0.18,0.14,0.09,0.63,0.29,0.24,0.03,0.17,88900.0,0.03,0.04,0.09,0.12
2070,VA2019,0.06,0.18,0.13,0.09,0.64,0.28,0.22,0.04,0.18,94500.0,0.02,0.05,0.08,0.11
2071,VA2020,,,,,,,,0.07,,,0.05,,,
2072,VA2021,0.06,0.21,0.13,0.08,0.68,0.27,0.24,0.05,0.15,102100.0,0.03,0.05,0.1,0.13
2073,VA2022,0.06,0.21,0.13,0.1,0.68,0.28,0.21,0.04,0.17,108800.0,0.03,0.07,0.1,0.13
2074,VA2022,0.06,0.21,0.13,0.1,0.68,0.28,0.21,0.04,0.17,108800.0,0.03,0.07,0.1,0.13
2075,VA2023,0.07,0.21,0.13,0.1,0.68,0.28,0.22,0.03,0.17,110600.0,0.02,0.06,0.09,0.12
2076,VA2024,0.06,0.19,0.12,,,,0.21,0.03,,117000.0,0.02,,,
2077,VT2000,0.04,,0.13,0.06,,,0.28,,,,,,,
2078,VT2001,0.07,,0.15,0.06,,,0.3,,,,,,,
2079,VT2002,0.03,,0.1,0.06,,,0.28,,,,,,,
2080,VT2003,0.04,,0.12,0.06,,,0.27,,,,,,,
2081,VT2004,0.05,,0.12,0.05,,,0.28,,,,,,,
2082,VT2005,0.06,0.17,0.15,0.05,,0.33,0.31,,,56800.0,,,,
2083,VT2006,0.06,,0.13,0.05,0.78,0.35,0.3,,,55500.0,,,,
2084,VT2007,0.05,,0.12,0.06,0.74,0.4,0.31,0.04,,56700.0,0.03,,,
2085,VT2008,0.06,0.17,0.13,0.06,0.75,0.37,0.28,0.05,0.15,61400.0,0.04,0.06,0.09,0.11
2086,VT2009,0.06,,0.13,0.04,0.75,0.36,0.28,0.07,0.17,61400.0,0.05,0.07,0.12,0.16
2087,VT2010,0.07,0.26,0.17,0.05,0.75,0.39,0.31,0.07,0.17,61600.0,0.05,0.04,0.1,0.16
2088,VT2011,0.05,,0.15,0.06,0.72,0.36,0.29,0.07,0.19,61100.0,0.05,0.06,0.1,0.14
2089,VT2012,0.07,,0.15,0.05,0.71,0.36,0.28,0.04,0.21,63400.0,0.03,0.04,0.09,0.13
2090,VT2013,0.07,0.3,0.15,0.07,0.72,0.32,0.29,0.05,0.16,65700.0,0.04,0.05,0.1,0.13
2091,VT2014,0.08,0.28,0.16,0.08,0.7,0.32,0.28,0.05,0.18,66200.0,0.04,0.05,0.1,0.15
2092,VT2015,0.05,0.24,0.13,0.09,0.7,0.3,0.26,0.03,0.17,75100.0,0.02,0.04,0.08,0.11
2093,VT2016,0.08,0.24,0.15,0.08,0.72,0.3,0.27,0.03,0.16,73300.0,0.02,0.07,0.1,0.11
2094,VT2017,0.05,0.21,0.14,0.05,0.72,0.31,0.25,0.04,0.2,68900.0,0.03,0.05,0.08,0.1
2095,VT2018,0.06,0.17,0.12,0.05,0.77,0.26,0.27,0.03,0.17,80700.0,0.02,S,0.08,S
2096,VT2019,0.05,0.19,0.1,0.07,0.75,0.24,0.25,0.02,0.18,82200.0,0.01,0.04,0.06,0.08
2097,VT2020,,,,,,,,0.08,,,0.05,,,
2098,VT2021,0.06,0.2,0.1,0.06,0.78,0.24,0.24,0.04,0.12,88900.0,0.03,0.05,0.09,0.12
2099,VT2022,0.04,0.17,0.12,0.07,0.83,0.25,0.26,0.03,0.17,99700.0,0.02,0.06,0.07,0.08
2100,VT2022,0.04,0.17,0.12,0.07,0.83,0.25,0.26,0.03,0.17,99700.0,0.02,0.06,0.07,0.08
2101,VT2023,0.04,0.17,0.09,0.06,0.83,0.22,0.2,0.02,0.13,112500.0,0.02,0.06,0.08,0.1
2102,VT2024,0.04,0.17,0.09,,,,0.2,0.03,,110100.0,0.02,,,
2103,Virgin Islands2008,,,,,,,N.A.,,,,,,,
2104,Virgin Islands2009,,,,,,,N.A.,,,,,,,
2105,Virgin Islands2010,,,,,,,N.A.,,,,,,,
2106,Virgin Islands2011,,,,,,,N.A.,,,,,,,
2107,Virgin Islands2012,,,,,,,N.A.,,,,,,,
2108,Virgin Islands2013,,,,,,,N.A.,,,,,,,
2109,Virgin Islands2014,,,,,,,N.A.,,,,,,,
2110,Virginia Beach2008,,,,,,,0.22,,,,,,,
2111,Virginia Beach2009,,,,,,,0.17,,,,,,,
2112,Virginia Beach2010,,,,,,,0.25,,,,,,,
2113,Virginia Beach2011,,,,,,,0.23,,,,,,,
2114,Virginia Beach2012,,,,,,,0.26,,,,,,,
2115,Virginia Beach2013,,,,,,,0.25,,,,,,,
2116,Virginia Beach2014,,,,,,,0.23,,,,,,,
2117,Virginia Beach2015,,,,,,,0.24,,,,,,,
2118,Virginia Beach2016,,,,,,,0.2,,,,,,,
2119,Virginia Beach2017,,,,,,,0.19,,,,,,,
2120,Virginia Beach2018,,,,,,,0.2,,,,,,,
2121,Virginia Beach2019,,,,,,,0.2,,,,,,,
2122,Virginia Beach2021,,,,,,,0.23,,,,,,,
2123,Virginia Beach2022,,,,,,,0.23,,,,,,,
2124,Virginia Beach2023,,,,,,,0.24,,,,,,,
2125,WA2000,0.07,,0.16,0.16,,,0.31,,,,,,,
2126,WA2001,0.06,,0.14,0.13,,,0.33,,,,,,,
2127,WA2002,0.06,,0.15,0.14,,,0.38,,,,,,,
2128,WA2003,0.06,,0.14,0.12,,,0.35,,,,,,,
2129,WA2004,0.07,,0.17,0.13,,,0.38,,,,,,,
2130,WA2005,0.06,0.18,0.15,0.11,,0.38,0.36,,,56500.0,,,,
2131,WA2006,0.07,,0.15,0.12,0.67,0.4,0.34,,,60800.0,,,,
2132,WA2007,0.07,,0.15,0.1,0.67,0.41,0.34,0.06,,62400.0,0.04,,,
2133,WA2008,0.06,0.17,0.14,0.1,0.66,0.41,0.26,0.05,0.18,66800.0,0.03,0.08,0.12,0.15
2134,WA2009,0.07,,0.16,0.12,0.64,0.42,0.31,0.09,0.17,64200.0,0.07,0.09,0.15,0.2
2135,WA2010,0.08,0.27,0.18,0.13,0.62,0.43,0.32,0.12,0.18,64000.0,0.09,0.08,0.15,0.21
2136,WA2011,0.08,,0.18,0.14,0.6,0.41,0.33,0.12,0.18,64300.0,0.09,0.09,0.15,0.2
2137,WA2012,0.09,,0.19,0.13,0.6,0.39,0.31,0.09,0.19,65700.0,0.07,0.08,0.14,0.18
2138,WA2013,0.08,0.3,0.19,0.14,0.59,0.36,0.31,0.07,0.21,66500.0,0.05,0.07,0.14,0.18
2139,WA2014,0.08,0.27,0.18,0.14,0.58,0.34,0.29,0.06,0.2,69300.0,0.05,0.08,0.13,0.17
2140,WA2015,0.07,0.26,0.16,0.14,0.6,0.33,0.28,0.05,0.19,72500.0,0.04,0.07,0.12,0.16
2141,WA2016,0.06,0.23,0.14,0.14,0.61,0.31,0.26,0.06,0.17,79100.0,0.05,0.07,0.12,0.15
2142,WA2017,0.07,0.23,0.14,0.13,0.62,0.31,0.26,0.05,0.16,82200.0,0.03,0.06,0.1,0.14
2143,WA2018,0.05,0.21,0.13,0.14,0.63,0.3,0.25,0.05,0.16,85800.0,0.03,0.06,0.11,0.14
2144,WA2019,0.06,0.19,0.12,0.15,0.64,0.29,0.24,0.04,0.16,91500.0,0.03,0.07,0.1,0.13
2145,WA2020,,,,,,,,0.08,,,0.06,,,
2146,WA2021,0.06,0.26,0.12,0.14,0.66,0.3,0.28,0.05,0.12,101800.0,0.04,0.07,0.12,0.15
2147,WA2022,0.06,0.24,0.11,0.14,0.68,0.31,0.24,0.04,0.14,108900.0,0.02,0.08,0.11,0.14
2148,WA2022,0.06,0.24,0.11,0.14,0.68,0.31,0.24,0.04,0.14,108900.0,0.02,0.08,0.11,0.14
2149,WA2023,0.06,0.24,0.12,0.14,0.66,0.31,0.25,0.04,0.14,114600.0,0.03,0.08,0.11,0.14
2150,WA2024,0.05,0.22,0.11,,,,0.24,0.04,,124000.0,0.03,,,
2151,WI2000,0.03,,0.12,0.12,,,0.27,,,,,,,
2152,WI2001,0.05,,0.14,0.09,,,0.29,,,,,,,
2153,WI2002,0.05,,0.14,0.11,,,0.3,,,,,,,
2154,WI2003,0.06,,0.14,0.09,,,0.3,,,,,,,
2155,WI2004,0.07,,0.14,0.09,,,0.3,,,,,,,
2156,WI2005,0.07,0.15,0.14,0.08,,0.32,0.3,,,58300.0,,,,
2157,WI2006,0.06,,0.15,0.08,0.74,0.34,0.28,,,60000.0,,,,
2158,WI2007,0.06,,0.14,0.08,0.72,0.34,0.29,0.05,,62000.0,0.04,,,
2159,WI2008,0.06,0.16,0.13,0.08,0.74,0.34,0.22,0.05,0.19,64900.0,0.04,0.05,0.09,0.13
2160,WI2009,0.07,,0.17,0.08,0.71,0.35,0.27,0.1,0.19,61500.0,0.07,0.06,0.11,0.15
2161,WI2010,0.08,0.26,0.19,0.09,0.7,0.36,0.3,0.1,0.2,60100.0,0.07,0.07,0.11,0.15
2162,WI2011,0.08,,0.18,0.09,0.69,0.35,0.29,0.09,0.21,62300.0,0.07,0.06,0.11,0.15
2163,WI2012,0.08,,0.18,0.1,0.68,0.31,0.28,0.08,0.2,63600.0,0.06,0.06,0.11,0.15
2164,WI2013,0.07,0.27,0.18,0.1,0.67,0.3,0.26,0.08,0.22,63700.0,0.06,0.05,0.1,0.14
2165,WI2014,0.07,0.27,0.18,0.09,0.66,0.29,0.26,0.06,0.22,65400.0,0.04,0.06,0.1,0.14
2166,WI2015,0.07,0.25,0.16,0.09,0.67,0.25,0.25,0.06,0.2,70700.0,0.04,0.05,0.08,0.11
2167,WI2016,0.07,0.25,0.16,0.1,0.68,0.25,0.24,0.04,0.2,74000.0,0.03,0.05,0.09,0.11
2168,WI2017,0.06,0.22,0.14,0.09,0.69,0.23,0.22,0.03,0.2,75300.0,0.02,0.05,0.09,0.12
2169,WI2018,0.06,0.21,0.14,0.09,0.69,0.23,0.22,0.02,0.2,77300.0,0.02,0.05,0.08,0.11
2170,WI2019,0.06,0.2,0.14,0.09,0.69,0.22,0.21,0.04,0.2,82000.0,0.03,0.05,0.08,0.11
2171,WI2020,,,,,,,,0.07,,,0.05,,,
2172,WI2021,0.06,0.24,0.13,0.1,0.72,0.21,0.23,0.05,0.17,87000.0,0.04,0.06,0.09,0.13
2173,WI2022,0.06,0.23,0.13,0.09,0.74,0.22,0.2,0.04,0.18,94900.0,0.03,0.05,0.08,0.11
2174,WI2022,0.06,0.23,0.13,0.09,0.74,0.22,0.2,0.04,0.18,94900.0,0.03,0.05,0.08,0.11
2175,WI2023,0.06,0.23,0.13,0.09,0.74,0.22,0.2,0.03,0.19,101400.0,0.02,0.05,0.08,0.1
2176,WI2024,0.06,0.23,0.12,,,,0.2,0.02,,102400.0,0.02,,,
2177,WV2000,0.14,,0.26,0.06,,,0.4,,,,,,,
2178,WV2001,0.11,,0.23,0.06,,,0.39,,,,,,,
2179,WV2002,0.1,,0.25,0.06,,,0.38,,,,,,,
2180,WV2003,0.11,,0.25,0.07,,,0.37,,,,,,,
2181,WV2004,0.11,,0.24,0.06,,,0.36,,,,,,,
2182,WV2005,0.11,0.26,0.26,0.06,,0.25,0.39,,,40600.0,,,,
2183,WV2006,0.12,,0.25,0.06,0.72,0.25,0.39,,,43500.0,,,,
2184,WV2007,0.11,,0.23,0.06,0.72,0.23,0.38,0.05,,44700.0,0.04,,,
2185,WV2008,0.11,0.27,0.23,0.05,0.72,0.25,0.32,0.06,0.25,47200.0,0.05,0.1,0.16,0.22
2186,WV2009,0.11,,0.24,0.06,0.7,0.25,0.35,0.09,0.23,47600.0,0.08,0.15,0.19,0.23
2187,WV2010,0.11,0.35,0.25,0.06,0.72,0.27,0.37,0.1,0.23,47800.0,0.08,0.14,0.2,0.24
2188,WV2011,0.12,,0.26,0.06,0.68,0.26,0.35,0.08,0.25,49100.0,0.08,0.11,0.2,0.26
2189,WV2012,0.13,,0.25,0.08,0.68,0.24,0.34,0.09,0.23,51000.0,0.07,0.09,0.16,0.21
2190,WV2013,0.13,0.36,0.27,0.06,0.65,0.25,0.38,0.07,0.22,51100.0,0.05,0.1,0.18,0.25
2191,WV2014,0.12,0.33,0.25,0.08,0.67,0.24,0.36,0.07,0.25,51900.0,0.05,0.07,0.16,0.23
2192,WV2015,0.13,0.35,0.25,0.07,0.67,0.22,0.37,0.07,0.23,53000.0,0.06,0.1,0.17,0.22
2193,WV2016,0.11,0.35,0.24,0.08,0.67,0.23,0.36,0.07,0.24,53800.0,0.06,0.1,0.17,0.22
2194,WV2017,0.12,0.34,0.26,0.06,0.67,0.22,0.37,0.07,0.23,53600.0,0.05,0.11,0.17,0.22
2195,WV2018,0.11,0.32,0.25,0.09,0.67,0.24,0.36,0.07,0.25,57100.0,0.05,0.12,0.16,0.2
2196,WV2019,0.1,0.33,0.2,0.07,0.69,0.2,0.34,0.06,0.25,58500.0,0.04,0.09,0.15,0.21
2197,WV2020,,,,,,,,0.09,,,0.08,,,
2198,WV2021,0.11,0.36,0.21,0.07,0.75,0.22,0.36,0.04,0.21,68100.0,0.04,0.08,0.16,0.22
2199,WV2022,0.12,0.38,0.25,0.05,0.71,0.22,0.33,0.05,0.23,68700.0,0.04,0.1,0.14,0.17
2200,WV2022,0.12,0.38,0.25,0.05,0.71,0.22,0.33,0.05,0.23,68700.0,0.04,0.1,0.14,0.17
2201,WV2023,0.09,0.3,0.2,0.06,0.75,0.19,0.3,0.04,0.24,72800.0,0.02,0.09,0.14,0.18
2202,WV2024,0.1,0.31,0.22,,,,0.29,0.05,,80300.0,0.03,,,
2203,WY2000,0.04,,0.15,0.1,,,0.33,,,,,,,
2204,WY2001,0.06,,0.13,0.11,,,0.28,,,,,,,
2205,WY2002,0.07,,0.14,0.1,,,0.3,,,,,,,
2206,WY2003,0.05,,0.12,0.11,,,0.28,,,,,,,
2207,WY2004,0.07,,0.14,0.09,,,0.32,,,,,,,
2208,WY2005,0.05,0.14,0.11,0.06,,0.2,0.29,,,53700.0,,,,
2209,WY2006,0.04,,0.12,0.1,0.67,0.23,0.33,,,53900.0,,,,
